Start,Stop
2838380,2838439
2840169,2840264
2840863,2841126
2842413,2843867
2843914,2844216
2845173,2845601
2846061,2846126
2846384,2846497
2847185,2847280
2847793,2847846
2850620,2852950
2854883,2854957
2860659,2860727
2861424,2862614
2862871,2863035
2872457,2872555
2874618,2874752
2875188,2875253
2884586,2884789
2885051,2885125
2886971,2887048
2887923,2888027
2889230,2889343
2889813,2889866
2893553,2893699
2894699,2894758
2895858,2895941
2896241,2897059
2898532,2899266
2900083,2900142
2901188,2901322
2902053,2902136
2903794,2903991
2906084,2906149
2907153,2909708
2910165,2910380
2912992,2913123
2913179,2913247
2916288,2916890
2917900,2917983
2918279,2918386
2919468,2919674
2922907,2923041
2928167,2928325
2930393,2930461
2933303,2934715
2934836,2934955
2940053,2941033
2943871,2944341
2943569,2943703
2942216,2943079
2941083,2941544
2940817,2940963
2938662,2939930
2938064,2938132
2937192,2937986
2936408,2936461
2935083,2935904
2934756,2934884
2932609,2933148
2930479,2932473
2929101,2929388
2927390,2928499
2925145,2925432
2923640,2923738
2922429,2923223
2921340,2922371
2919166,2921205
2918048,2919103
2917389,2917898
2916946,2917266
2915744,2916097
2915625,2915696
2915219,2915497
2914057,2915073
2912595,2913686
2912173,2912256
2910085,2911326
2909753,2909920
2909010,2909144
2907035,2907169
2904598,2906940
2903200,2904387
2901800,2902753
2900650,2900766
2899313,2900506
2897847,2898374
2897697,2897765
2897523,2897600
2894510,2895832
2892057,2892437
2891573,2891653
2890779,2891171
2890274,2890666
2888994,2889590
2887499,2888215
2886584,2887297
2885581,2886378
2884141,2885325
2883422,2884078
2883118,2883171
2882033,2882938
2881243,2881878
2880217,2880663
2878989,2879744
2878004,2878234
2877160,2877684
2875945,2876775
2873915,2875891
2872932,2873741
2871318,2872784
2871154,2871234
2869191,2871107
2868965,2869042
2867746,2868123
2865127,2867397
2864813,2865040
2863561,2864661
2862774,2863283
2862476,2862532
2862370,2862429
2862167,2862241
2861938,2861994
2861706,2861807
2860426,2860821
2858196,2859818
2857580,2858116
2856379,2857218
2854429,2856282
2854277,2854342
2852988,2854205
2850834,2850932
2849563,2850450
2848406,2848783
2847673,2848335
2846839,2847573
2845518,2845577
2842065,2842175
2840286,2841896
2839698,2840228
2837944,2839410
2836011,2836283
2833926,2833985
2832058,2833725
2830542,2831879
2829708,2829830
2824644,2824802
2821912,2823222
2821417,2821473
2819407,2819469
2818841,2819326
2818054,2818698
2816363,2816779
2816094,2816267
2815967,2816023
2815307,2815369
2813949,2814716
2812925,2813881
2812156,2812260
2810889,2810990
2809861,2809938
2809232,2809369
2808185,2808286
2807876,2807950
2806858,2807007
2805784,2805846
2804522,2805277
2804070,2804438
2803445,2803903
2802867,2802929
2802325,2802378
2800958,2801407
2799609,2800730
2799108,2799551
2797039,2797758
2795770,2795880
2794755,2795225
2792967,2794373
2791967,2792479
2790243,2791775
2788504,2789775
2787664,2787765
2786435,2787373
2784805,2786235
2784652,2784747
2784383,2784445
2782408,2782464
2780933,2782297
2780577,2780798
2779910,2780374
2777844,2779583
2776792,2777391
2774295,2774393
2773863,2773919
2772639,2772794
2771937,2772353
2770060,2771124
2769381,2769875
2767822,2767905
2767154,2767264
2766207,2766773
2765824,2765931
2763082,2765652
2762919,2763020
2762186,2762353
2761951,2762094
2760845,2760922
2760022,2760132
2759891,2759959
2755580,2757265
2753523,2755295
2750230,2752920
2748685,2749497
2747519,2747650
2744985,2745791
2744571,2744939
2744463,2744516
2743326,2744138
2740888,2742957
2740390,2740776
2740052,2740333
2738719,2739990
2737630,2738265
2736597,2737574
2735962,2736309
2733230,2735245
2732589,2732792
2731987,2732088
2729958,2730371
2729457,2729582
2727304,2729391
2726008,2727195
2723786,2725852
2723159,2723506
2722884,2723057
2721559,2722839
2720497,2721303
2720052,2720129
2719735,2719845
2719460,2719570
2719307,2719363
2719056,2719199
2718312,2718860
2717422,2718234
2709522,2710421
2708276,2708974
2706415,2707215
2705746,2706105
2704433,2705056
2703275,2704108
2702909,2703187
2702543,2702650
2701943,2702041
2701435,2701869
2700963,2701226
2700515,2700883
2699600,2700139
2698954,2699352
2697988,2698347
2697732,2697836
2697463,2697684
2696771,2697211
2695877,2695954
2694681,2694758
2694164,2694382
2693947,2694060
2693151,2693540
2692097,2693041
2690371,2691465
2689108,2689170
2687691,2688530
2686849,2687349
2686443,2686505
2686049,2686255
2684665,2685102
2682584,2682943
2682040,2682462
2680174,2680266
2678302,2679330
2677404,2677460
2677258,2677335
2676892,2676951
2676732,2676824
2676330,2676398
2676119,2676187
2674969,2675058
2673550,2673801
2673191,2673268
2672629,2672751
2671624,2672511
2670042,2671151
2669565,2669627
2665666,2668653
2665190,2665501
2664343,2665131
2662243,2663622
2661076,2662164
2660881,2660973
2658024,2658113
2653211,2657803
2652174,2653085
2651853,2652125
2650758,2651756
2650231,2650410
2649598,2650143
2648798,2648899
2647164,2648519
2646464,2646664
2646256,2646348
2645310,2646146
2643973,2644626
2643026,2643679
2640832,2642502
2640587,2640736
2639980,2640060
2638761,2638844
2638263,2638355
2637276,2637332
2636313,2636369
2633930,2634850
2632907,2633764
2632357,2632425
2631303,2631965
2630285,2630830
2629208,2630119
2628820,2628888
2627816,2628733
2626442,2627713
2625414,2626361
2624633,2624878
2623125,2624411
2622333,2622506
2621201,2622067
2620514,2621089
2620206,2620280
2620056,2620136
2619415,2620011
2617239,2618186
2616446,2616505
2615458,2616387
2614692,2615321
2613435,2614574
2612205,2612426
2611482,2611970
2611192,2611410
2610592,2611104
2610193,2610270
2610056,2610133
2608515,2609093
2606123,2607544
2605337,2605573
2603863,2605155
2602705,2603700
2602249,2602503
2601632,2601997
2600408,2601241
2599548,2600282
2599364,2599420
2598423,2599067
2597363,2598265
2593837,2594526
2592965,2593597
2591451,2592770
2590044,2590607
2587300,2589813
2587141,2587215
2586114,2586614
2585245,2585736
2583181,2584065
2581900,2583105
2580470,2581780
2578899,2580347
2576836,2577249
2575061,2575801
2573897,2574805
2572880,2573803
2571999,2572484
2571166,2571234
2570362,2570916
2569690,2570169
2569117,2569422
2568625,2569011
2567956,2568099
2565469,2567445
2564831,2564905
2563631,2563747
2563262,2563342
2562591,2562722
2561120,2562382
2560419,2560493
2560184,2560264
2559981,2560067
2559633,2559698
2559255,2559350
2558130,2559068
2557984,2558061
2557211,2557759
2556514,2556888
2556013,2556360
2554452,2555927
2553414,2554373
2552312,2553295
2551224,2551304
2549462,2550499
2548479,2549000
2547509,2547928
2546530,2547021
2545487,2546206
2542658,2544049
2540421,2541611
2539213,2539614
2538588,2538962
2536347,2538509
2535342,2536268
2533840,2535183
2532352,2533398
2529985,2531175
2529184,2529939
2527650,2528963
2526222,2527514
2525946,2526134
2525094,2525813
2524168,2524911
2523835,2524068
2523631,2523714
2522830,2523576
2522487,2522543
2520415,2521452
2519935,2520309
2515312,2518587
2514308,2514943
2510361,2514008
2508992,2509411
2508247,2508816
2507306,2508202
2506867,2507250
2505858,2506049
2505508,2505666
2505173,2505235
2504300,2505088
2502401,2503804
2501185,2501349
2500179,2500706
2499169,2499939
2498381,2498812
2497332,2497517
2497089,2497154
2495818,2496993
2495309,2495662
2494891,2495268
2494522,2494830
2493454,2494329
2491552,2492694
2491285,2491473
2490775,2490852
2490427,2490525
2488379,2489209
2488046,2488111
2487685,2487780
2487312,2487404
2486136,2486921
2484816,2485613
2483589,2484053
2483145,2483243
2481732,2482136
2481023,2481574
2479607,2479690
2478623,2479468
2478221,2478286
2475860,2477251
2474801,2475568
2474309,2474752
2472963,2474003
2471899,2472054
2471465,2471521
2470219,2470302
2468693,2468884
2468397,2468558
2467643,2467972
2467339,2467428
2466515,2466595
2463969,2464298
2463066,2463815
2462018,2462266
2461481,2461558
2460720,2461091
2459671,2459724
2458471,2458548
2455780,2455875
2452322,2452906
2451840,2452235
2449878,2450093
2446240,2446593
2445685,2446092
2444231,2445583
2443368,2444126
2442395,2442451
2442249,2442326
2441883,2441942
2441723,2441815
2441321,2441389
2441110,2441178
2439960,2440049
2438541,2438792
2438182,2438259
2437646,2437747
2437376,2437480
2436868,2436951
2435023,2436141
2434627,2434872
2434442,2434528
2434103,2434162
2433887,2434045
2433588,2433683
2433061,2433129
2430826,2431299
2428981,2429046
2428010,2428264
2427045,2427890
2426270,2427001
2425723,2426013
2424922,2425533
2424725,2424799
2424472,2424552
2423480,2424394
2421878,2423203
2419797,2421749
2418710,2418796
2417531,2418067
2416705,2416779
2415967,2416284
2414470,2415249
2413219,2413485
2412181,2412237
2411956,2412072
2411126,2411827
2409875,2410993
2408967,2409203
2408450,2408893
2406161,2406913
2405241,2406083
2404726,2404809
2404027,2404089
2403341,2403718
2402888,2403235
2398287,2398529
2397800,2398084
2396454,2397230
2395586,2395801
2395290,2395478
2394790,2394984
2393613,2394317
2392622,2393506
2391813,2392322
2391195,2391260
2390580,2391023
2389655,2390116
2389491,2389604
2389208,2389387
2389016,2389072
2388528,2388584
2387792,2388175
2387499,2387663
2386589,2386645
2385543,2385620
2384001,2385200
2382228,2383943
2380419,2381009
2380233,2380367
2379418,2380086
2378304,2378642
2377460,2377894
2377198,2377392
2376721,2377143
2370736,2376099
2369916,2370656
2369468,2369530
2368882,2369415
2367853,2368713
2367610,2367672
2367052,2367114
2366815,2366997
2366451,2366768
2365893,2366258
2365580,2365657
2364754,2365416
2361187,2361297
2360908,2361141
2360583,2360645
2359948,2360184
2356325,2359798
2352616,2355870
2351767,2352216
2350398,2351300
2348604,2349356
2348231,2348539
2347276,2348151
2346593,2346784
2345567,2346094
2343056,2343685
2341604,2341708
2338653,2338727
2336515,2337399
2335862,2336203
2335468,2335692
2333375,2333857
2332888,2333274
2332020,2332463
2330959,2331321
2325989,2326066
2325730,2325864
2323375,2324253
2323210,2323281
2320965,2321093
2320111,2320170
2317950,2319644
2317644,2317841
2316739,2317296
2316282,2316428
2315758,2315835
2313274,2314407
2312839,2313192
2311461,2312696
2311017,2311172
2307755,2308012
2305610,2305678
2305000,2305083
2303060,2304283
2302534,2302731
2302318,2302371
2301997,2302059
2301784,2301840
2299833,2300177
2298927,2299712
2297304,2297981
2294555,2297155
2292047,2293174
2290989,2291927
2289545,2290786
2288971,2289426
2288801,2288863
2284539,2286215
2283331,2284260
2282297,2283001
2281203,2282210
2280238,2280996
2279524,2279919
2278639,2279292
2277398,2278507
2275520,2277325
2274961,2275221
2274127,2274750
2272403,2273839
2271444,2272316
2270465,2271364
2268961,2269701
2264772,2268230
2259753,2264591
2257754,2258515
2257562,2257645
2256507,2257256
2255681,2255857
2255034,2255582
2253221,2254804
2252866,2252979
2252001,2252789
2251050,2251868
2249683,2250300
2248946,2249497
2247998,2248693
2247050,2247928
2245899,2246978
2245712,2245789
2245490,2245660
2244419,2245141
2244239,2244304
2242376,2242957
2242097,2242282
2240068,2241969
2236844,2239135
2235739,2236788
2235305,2235592
2234575,2234874
2233841,2234158
2232946,2233089
2231127,2231981
2230042,2230803
2229193,2229495
2226533,2227198
2225816,2225869
2224594,2224668
2224083,2224157
2223201,2223263
2221671,2223128
2220862,2221173
2219751,2220029
2218879,2219676
2218361,2218504
2217399,2217587
2217240,2217317
2216054,2216290
2215705,2215758
2213218,2214972
2212563,2212640
2211280,2212245
2210593,2210832
2208576,2210351
2207103,2208362
2205709,2207016
2204857,2205237
2203996,2204472
2201719,2203167
2200723,2201547
2197763,2199115
2192987,2193253
2191525,2192256
2190489,2191445
2188819,2189004
2187736,2187840
2186557,2187411
2182823,2183800
2179758,2181203
2177571,2179577
2176815,2177090
2175438,2176526
2175204,2175296
2174488,2175015
2173836,2174393
2169775,2169888
2169612,2169707
2168054,2169097
2167353,2167946
2165619,2165711
2164106,2165377
2162323,2164011
2161161,2162057
2160978,2161049
2160323,2160400
2160043,2160108
2159224,2159607
2157949,2159091
2157383,2157535
2156857,2156913
2156242,2156697
2155223,2156062
2153352,2153414
2151518,2151589
2150786,2151412
2149348,2149632
2149030,2149098
2147684,2148418
2147449,2147544
2146089,2146388
2145652,2146044
2143109,2144734
2142614,2142745
2141820,2142461
2140083,2140196
2138904,2139809
2137702,2138757
2137205,2137654
2136544,2136597
2135754,2136236
2135564,2135623
2133893,2133958
2132640,2132696
2131970,2132104
2131551,2131706
2131241,2131354
2130492,2131028
2130228,2130401
2130079,2130150
2129185,2130036
2125699,2126946
2125253,2125345
2125065,2125163
2124114,2124338
2123735,2123806
2122628,2122681
2122003,2122083
2119833,2121308
2118812,2119786
2117304,2118671
2116216,2116707
2113734,2115014
2112492,2113667
2111905,2111979
2111222,2111680
2111054,2111161
2110009,2110785
2108500,2109249
2106329,2107837
2106078,2106146
2104115,2104207
2103619,2103786
2101371,2102477
2100845,2101096
2100224,2100751
2099917,2099976
2096075,2097064
2095366,2096004
2094877,2095077
2092422,2092547
2092221,2092274
2088797,2091454
2088574,2088642
2087489,2087623
2086817,2087428
2085021,2086760
2083791,2083901
2082495,2083424
2081505,2081870
2080027,2080353
2078391,2078459
2077019,2078014
2076115,2076846
2074925,2075392
2074637,2074837
2074084,2074488
2073604,2073747
2072542,2072727
2071187,2071735
2069710,2070657
2068977,2069648
2067887,2068897
2066455,2066793
2066016,2066102
2065137,2065217
2064619,2064684
2061328,2061546
2059184,2059252
2057902,2058204
2056740,2056838
2053274,2053453
2052922,2053005
2051743,2051856
2049419,2050078
2049306,2049359
2047444,2048514
2046507,2047256
2045765,2046046
2044633,2044692
2043540,2044457
2043397,2043498
2042913,2043266
2042668,2042763
2042157,2042225
2041201,2041329
2041002,2041058
2039441,2039998
2037953,2038840
2037141,2037746
2036883,2036972
2036521,2036841
2035313,2035438
2034458,2034529
2033587,2033910
2032460,2033410
2031438,2032265
2030744,2031196
2029698,2030591
2028485,2029531
2027648,2028112
2027523,2027588
2026157,2027467
2025157,2025222
2024717,2024890
2021272,2023062
2020738,2021148
2020421,2020489
2019686,2020363
2018258,2019265
2016858,2017247
2015819,2016538
2014776,2015738
2014634,2014690
2014086,2014385
2012582,2013727
2011757,2011840
2010089,2011105
2009006,2009773
2008319,2008594
2007401,2007463
2005953,2006666
2004977,2005801
2004669,2004770
2003145,2004311
2002045,2002821
2000592,2001710
2000451,2000516
1999468,2000205
1998989,1999045
1998168,1998830
1997554,1997607
1996204,1996353
1995520,1996116
1995362,1995439
1994751,1995290
1993372,1994637
1991289,1991402
1990954,1991118
1987313,1987366
1986230,1986451
1985935,1986042
1982630,1983736
1981299,1981634
1980091,1980309
1978895,1979584
1977928,1978302
1977307,1977780
1976307,1977140
1975446,1976039
1974959,1975036
1972176,1974590
1970343,1971524
1970185,1970265
1969037,1969249
1968169,1968888
1967989,1968045
1967499,1967921
1967015,1967356
1966434,1966553
1966146,1966208
1964598,1964684
1963762,1963914
1962698,1963243
1962225,1962566
1962063,1962143
1961783,1961881
1960496,1961728
1958968,1959669
1958162,1958740
1956848,1957210
1955598,1956656
1955205,1955474
1954255,1955127
1954028,1954084
1952721,1953149
1951284,1952564
1950883,1951173
1948871,1950670
1948723,1948794
1947914,1948654
1947416,1947565
1946488,1947363
1944908,1946419
1944145,1944768
1943068,1943976
1941331,1941615
1938825,1938950
1935964,1936566
1934765,1935298
1933333,1934238
1933037,1933270
1932122,1932181
1931442,1932032
1931026,1931319
1928798,1930003
1927480,1927617
1927312,1927389
1926482,1926898
1925600,1926316
1924754,1925473
1923825,1924598
1922222,1922278
1920982,1922160
1920436,1920900
1917581,1918132
1917449,1917535
1917224,1917292
1916166,1916519
1915175,1916086
1913907,1914929
1909614,1912826
1908827,1909120
1908289,1908414
1907218,1907919
1906749,1906829
1906088,1906168
1903989,1904222
1903120,1903530
1902984,1903043
1902732,1902824
1902281,1902487
1900927,1902126
1900588,1900668
1898529,1899905
1898098,1898166
1897117,1897176
1896706,1896759
1895461,1896219
1893497,1895401
1893226,1893282
1891944,1892600
1891236,1891796
1890288,1890653
1890042,1890104
1888615,1889178
1887913,1888182
1886887,1887558
1884846,1886756
1884096,1884665
1883732,1883797
1883062,1883229
1882328,1882405
1881381,1882124
1881150,1881281
1880865,1881008
1876575,1880135
1875574,1876335
1875129,1875461
1873764,1874207
1872724,1873620
1869532,1872243
1867802,1869460
1867427,1867699
1866336,1867070
1865394,1865912
1864657,1865217
1864248,1864340
1861907,1862314
1861373,1861480
1860200,1861093
1859272,1859787
1858651,1859010
1857242,1857772
1855952,1857184
1854077,1854682
1853124,1853180
1852978,1853055
1852612,1852671
1852452,1852544
1850940,1851029
1849521,1849772
1849162,1849239
1848166,1848696
1847472,1847960
1846355,1846765
1846168,1846245
1845160,1845222
1844250,1844966
1843306,1843989
1842890,1842985
1841094,1842554
1839682,1840599
1838614,1839258
1836516,1838051
1835229,1836146
1834795,1835091
1832242,1832919
1829982,1832183
1826829,1827944
1826411,1826707
1823494,1824924
1822421,1823353
1821518,1822273
1820133,1821236
1819244,1819798
1818007,1818516
1817112,1817879
1815417,1815572
1814403,1815080
1813457,1814332
1811219,1812961
1810157,1810438
1809808,1809873
1809118,1809762
1807643,1808458
1806446,1807321
1805925,1806395
1800256,1804848
1798772,1799896
1798291,1798377
1797929,1798027
1797217,1797318
1796197,1796301
1793082,1795253
1789825,1792569
1787769,1788752
1787280,1787648
1785841,1786614
1784473,1785798
1781661,1784339
1781196,1781504
1779714,1780214
1778415,1779476
1776910,1777518
1776257,1776829
1775826,1775942
1773655,1773798
1772479,1772652
1771955,1772041
1770648,1771406
1769720,1770526
1768520,1769389
1767359,1767739
1765915,1767294
1765499,1765582
1765194,1765265
1764528,1764785
1764186,1764398
1763209,1763751
1762452,1762526
1758694,1761291
1756864,1757676
1756629,1756775
1756156,1756467
1754911,1754973
1753845,1754531
1753309,1753470
1752413,1752829
1751208,1751357
1750312,1750371
1748263,1748703
1747203,1747259
1747057,1747134
1746691,1746750
1746531,1746623
1745019,1745108
1743600,1743851
1743241,1743318
1742761,1742871
1742061,1742117
1741927,1742019
1741622,1741837
1741248,1741448
1739674,1740849
1737087,1739417
1736870,1736932
1736666,1736746
1735941,1736492
1735486,1735731
1734776,1735330
1734572,1734676
1734050,1734178
1733660,1733737
1732926,1733483
1731980,1732033
1730392,1731780
1728653,1730035
1727824,1728417
1727704,1727781
1727009,1727461
1723649,1723741
1723534,1723599
1722431,1723339
1717193,1722328
1716491,1716556
1715236,1716435
1713234,1715099
1712610,1712666
1708857,1711268
1707168,1707917
1706204,1707088
1705199,1705630
1704307,1704414
1703330,1703824
1702695,1702811
1702414,1702512
1700523,1702292
1698734,1700467
1698165,1698653
1697476,1697991
1696940,1697302
1695040,1696164
1691972,1694014
1688670,1691888
1688248,1688475
1687420,1688100
1684563,1687265
1684229,1684462
1682664,1683638
1682157,1682237
1681808,1681864
1680186,1680275
1679739,1679945
1679100,1679279
1677836,1677913
1674961,1676307
1674598,1674684
1673625,1673687
1672613,1673371
1670803,1672005
1669529,1669966
1667831,1669447
1666107,1667690
1665444,1665905
1664646,1664765
1664057,1664470
1662570,1663985
1661588,1662457
1660923,1661363
1659457,1660509
1657815,1658459
1656903,1657754
1656521,1656862
1655753,1655827
1654731,1654784
1654268,1654579
1653909,1654043
1652810,1653427
1650149,1651900
1648511,1649854
1647821,1648366
1645958,1646413
1645810,1645881
1644106,1645191
1642865,1643872
1642619,1642723
1641284,1642573
1640225,1640962
1640008,1640088
1636412,1638127
1635146,1636285
1633933,1634997
1632728,1633759
1631718,1631774
1630751,1631503
1629594,1630145
1628647,1629366
1626620,1627633
1626064,1626357
1625505,1626002
1624316,1625314
1623099,1623629
1622840,1622977
1621230,1622342
1619240,1619722
1617901,1619148
1617063,1617134
1613497,1616823
1612395,1613279
1611688,1611798
1610206,1611165
1608166,1609923
1607671,1608048
1605895,1607016
1604613,1605281
1601820,1604447
1600975,1601484
1600356,1600484
1599814,1600278
1599601,1599681
1599420,1599554
1597322,1597390
1595227,1597149
1593100,1594407
1592167,1592361
1591448,1591693
1590477,1590968
1589175,1590005
1589042,1589098
1586201,1588852
1584850,1586139
1583928,1584638
1583242,1583616
1583045,1583152
1581777,1582790
1580804,1581691
1580157,1580213
1579428,1579946
1576747,1577055
1576411,1576614
1574922,1575740
1573354,1574847
1571905,1573197
1570990,1571838
1570154,1570879
1569149,1570084
1568967,1569026
1567397,1568404
1566802,1566960
1565139,1566278
1564776,1564946
1561978,1564242
1561538,1561882
1559081,1561432
1556148,1558364
1555680,1556075
1554870,1555070
1553991,1554083
1552632,1553912
1550854,1552518
1550612,1550692
1546608,1547885
1545074,1546081
1543082,1543822
1542403,1542708
1539979,1541748
1536143,1537648
1535855,1535944
1532493,1535132
1532358,1532417
1531716,1531868
1529454,1530524
1528724,1529377
1527846,1527950
1526748,1527371
1525997,1526698
1523471,1523992
1522374,1522907
1521589,1521648
1521243,1521533
1520659,1521138
1520363,1520464
1519736,1520092
1518950,1519681
1517613,1518173
1516648,1516701
1515964,1516035
1514257,1515288
1511858,1513684
1510234,1511262
1508988,1509773
1507804,1508850
1507187,1507762
1505312,1507078
1504037,1505170
1503020,1503964
1502329,1502397
1501881,1502054
1501240,1501350
1500268,1501086
1498959,1499027
1498096,1498830
1497046,1497108
1495899,1496804
1494317,1495084
1493146,1494036
1491087,1491689
1490229,1490357
1489599,1490039
1484590,1485711
1483509,1483562
1482096,1483403
1481188,1481592
1479330,1480103
1478477,1478581
1477050,1477934
1475395,1475592
1472980,1473588
1470685,1472850
1469444,1470487
1467325,1468206
1465638,1466123
1464209,1465549
1463506,1464156
1461343,1461726
1460534,1461094
1459049,1460242
1457461,1458387
1456775,1457365
1455316,1456074
1453065,1453178
1450701,1451462
1449647,1450510
1448315,1449583
1448196,1448270
1447052,1447156
1446383,1446982
1445236,1445316
1443873,1445042
1442368,1443687
1439900,1440019
1438724,1439254
1434315,1434380
1433083,1433145
1430659,1430907
1429947,1430006
1426654,1426782
1426309,1426410
1426079,1426159
1425399,1425473
1423010,1423084
1421491,1421589
1420280,1420354
1419455,1419511
1417327,1417398
1412455,1413294
1411292,1411375
1410738,1410899
1407859,1408854
1406656,1406820
1405945,1406226
1405578,1405859
1404714,1405367
1403618,1403680
1401065,1401127
1399485,1399580
1392984,1393196
1388666,1388728
1387898,1387966
1382267,1382326
1379891,1379953
1377410,1377682
1376234,1376287
1371454,1372476
1370108,1370431
1368982,1369449
1366978,1367109
1364877,1364987
1362765,1363244
1361564,1362604
1360905,1360979
1356305,1356397
1353007,1353105
1344634,1344696
1338925,1339299
1336448,1337752
1335179,1335910
1331772,1331909
1330247,1330861
1327098,1327172
1326872,1327030
1325952,1326014
1323542,1323631
1320843,1320917
1317596,1319464
1316638,1316736
1312666,1312743
1310532,1310684
1308630,1308698
1307009,1307605
1305178,1305492
1303439,1303525
1303146,1303262
1299073,1299183
1292299,1292364
1291644,1291739
1291115,1291219
1290401,1290502
1288787,1289038
1288369,1288422
1287963,1288028
1286830,1287225
1286692,1286751
1285610,1285828
1284644,1285474
1283413,1284369
1281820,1282284
1281294,1281359
1279721,1281205
1278056,1278604
1277024,1277161
1275845,1276693
1275584,1275778
1273483,1273563
1273231,1273398
1272602,1272730
1270465,1270725
1269262,1269669
1268515,1269108
1265244,1265402
1263187,1263531
1260942,1261040
1259135,1259461
1258886,1259026
1257073,1257183
1254494,1254574
1252483,1252536
1249863,1249985
1249305,1249427
1245811,1245870
1242363,1242455
1239842,1240201
1234278,1234331
1233366,1233815
1232884,1233090
1232765,1232839
1230696,1230836
1229951,1230067
1229373,1229459
1228696,1228803
1227021,1227164
1215970,1216080
1215128,1215679
1207731,1207796
1205711,1205803
1204725,1204808
1204250,1204336
1202782,1202865
1202584,1202739
1200732,1200791
1199825,1199887
1197278,1197370
1196215,1196274
1194749,1194847
1190694,1190771
1187753,1187911
1186357,1186488
1183410,1183511
1181428,1181559
1173144,1173551
1172797,1173036
1172076,1172648
1171662,1172009
1169255,1169386
1168804,1168932
1167645,1167953
1166631,1166684
1163277,1163996
1161689,1162687
1158125,1158253
1156384,1157241
1154864,1155988
1154413,1154553
1153687,1153752
1149887,1152241
1149406,1149720
1148220,1148291
1146228,1147412
1145723,1145944
1145594,1145656
1142099,1144552
1138930,1139895
1137533,1137868
1136722,1136877
1134472,1136595
1134149,1134304
1133466,1133696
1132822,1132878
1131558,1132760
1130408,1130479
1121634,1121741
1117347,1117508
1112677,1112817
1109705,1110577
1104709,1104903
1101645,1101719
1096874,1097116
1095530,1095646
1095114,1095188
1094770,1094844
1093718,1093894
1092255,1092869
1092072,1092179
1090977,1091138
1089463,1089606
1088156,1088227
1086631,1086708
1085437,1085745
1085098,1085223
1082530,1082595
1082033,1082182
1081694,1081774
1081382,1081477
1077592,1078143
1075860,1076759
1075360,1075617
1072612,1072665
1071676,1071777
1070290,1070496
1069821,1069991
1068594,1069175
1067723,1068526
1061430,1061546
1058580,1059608
1057067,1057276
1054319,1055284
1053922,1053990
1052111,1052251
1051981,1052037
1044445,1044552
1042605,1043486
1040241,1040396
1039979,1040056
1033679,1033870
1032333,1032575
1032154,1032225
1030757,1031548
1029208,1029822
1026871,1029045
1025159,1026190
1024761,1024955
1011860,1013335
1008130,1008879
1006605,1006751
1005036,1005500
1004936,1004992
1003935,1004060
1003593,1003829
998396,998863
998064,998117
997338,997418
994970,995038
991680,991985
990983,991123
985743,986501
982957,983646
981743,982522
981613,981675
977051,978856
976065,976907
975071,975697
974229,974975
973509,973670
972976,973158
968819,969424
967569,967634
967122,967247
965526,965642
963294,965255
961966,962217
956163,956318
955339,955497
954447,954512
954042,954095
950646,950705
949037,949150
944182,944283
943321,943446
943149,943259
942982,943065
939060,939155
936742,936804
935659,936192
934797,934892
924866,924994
921495,921560
920452,920928
919395,919493
915054,915182
913625,913717
910517,910870
908499,909056
907885,908091
905184,905327
896003,897028
893958,894053
890718,890771
887652,889502
886868,887173
883896,883961
882910,882963
881992,882249
881303,881404
878959,879048
878592,878660
877067,877120
876018,876161
874661,874762
874103,874183
872993,873193
871940,872410
871794,871850
871437,871490
870637,870900
868224,868442
866577,866990
866210,866452
861731,862642
859656,861620
858106,858201
857780,857908
857071,857217
855355,855408
855143,855202
854949,855044
852741,852806
848804,849193
848551,848628
848142,848264
845394,845477
843311,843724
841860,841961
841093,841602
840900,840989
838248,838313
837499,837582
833615,834076
830682,830771
826752,827513
826610,826669
824936,826396
824775,824882
823638,824168
822611,823531
821886,822527
821070,821771
820152,820286
818789,819265
816473,816562
815751,815849
807976,810792
807255,807689
805784,806596
802592,802669
801336,802202
798828,799817
794273,794344
793916,794026
790684,790770
789595,789708
789087,789203
787667,787810
785685,785783
785140,785208
783417,783584
779154,779255
772339,772512
771026,771685
769042,769119
766794,766874
764465,765469
760149,760268
759938,760012
756807,756980
756079,756291
754992,755156
753791,753868
752550,752663
752047,752106
751402,751458
750680,751327
750085,750186
749246,749362
749075,749146
748130,748216
747786,747902
747431,747583
746844,746987
745814,745927
738643,738750
736057,736119
734553,734636
734219,734458
733922,734032
733716,733796
731141,731203
730257,730310
729263,729424
728562,728747
728335,728487
727075,727272
725062,725130
720909,721055
718076,718168
716344,716481
713918,713983
709829,710749
702088,702957
700876,701184
700565,700627
699410,700306
697634,698197
695496,696419
694973,695365
693938,694033
692667,692720
689541,689825
685083,686903
684062,684253
677638,677793
673829,673936
673310,673393
672439,672519
669699,669797
668449,668610
666122,666259
662257,663936
661470,662171
661303,661362
661096,661155
660177,660302
660062,660127
657323,657520
656749,657243
654608,654850
651794,652420
651536,651637
647553,647621
647312,647440
646246,646404
643891,645231
643400,643744
642962,643348
639558,640106
638116,638250
636440,637717
636057,636233
635317,636012
629007,629129
624842,624916
623571,623702
618932,620386
616902,617030
615825,616577
613256,613348
609629,610924
608730,608849
608184,608480
606039,607220
605337,605408
603536,604120
602909,603313
602208,602675
601708,601779
601519,601602
600837,601148
598968,600344
596580,597620
594956,595012
593102,593242
591412,592047
589172,589231
